id,teacher_id,skill_id,test_id,question,question_type,options,correct_answer,user_answer,correct,explanation,difficulty
1,2,2,1,How does Machine Learning primarily differ from traditional programming?,multiple_choice,"{'"a'": '"Machine Learning involves systems learning from data, while traditional programming involves following explicit, pre-written instructions.'", '"b'": '"Machine Learning uses newer programming languages, while traditional programming uses older ones.'", '"c'": '"Traditional programming is used for simple tasks, while Machine Learning is only for complex scientific research.'", '"d'": '"Traditional programming requires the internet, while Machine Learning can work offline.'"}",a,,f,"The core difference is the approach: traditional programming relies on explicit instructions (a formula), whereas ML relies on the system finding patterns in data to ''learn'' the rules itself.",easy
68,2311,15,14,What is the primary benefit of formatting a range of data as an Excel Table?,multiple_choice,"{'"a'": '"It automatically corrects spelling errors in the data.'", '"b'": '"It makes the data read-only to prevent accidental changes.'", '"c'": '"It provides built-in sorting/filtering and allows formulas to update automatically when new rows are added.'", '"d'": '"It encrypts the data for security.'"}",c,,f,"Excel Tables offer dynamic features like easy sorting, filtering, structured references, and automatic expansion of formula ranges, which are key for managing data efficiently.",medium
69,2311,15,14,The VLOOKUP function is used to...?,multiple_choice,"{'"a'": '"Visualize data in a vertical chart.'", '"b'": '"Count the number of cells that meet a certain condition.'", '"c'": '"Search for a value in the first column of a table and return a corresponding value from another column.'", '"d'": '"Calculate the total of a range of cells.'"}",c,,f,VLOOKUP (Vertical Lookup) is designed specifically to find a piece of data in a table and retrieve related information from the same row.,hard
70,2311,15,14,What is the function of the Macro Recorder in Excel?,multiple_choice,"{'"a'": '"It records audio notes that you can attach to cells.'", '"b'": '"It records your actions (clicks and keystrokes) and converts them into code to automate tasks.'", '"c'": '"It checks your formulas for errors and records a log of them.'", '"d'": '"It records the screen to create a video tutorial.'"}",b,,f,"The Macro Recorder captures a sequence of user actions and saves them as a macro, which can be run later to perform the same task automatically.",easy
71,2310,16,15,What is the simplest way for a teacher to invite many students to join their new Google Classroom?,multiple_choice,"{'"a'": '"Email each student''s parents individually with an invitation.'", '"b'": '"Share the unique Class Code with the students and have them join.'", '"c'": '"Create a separate Google Doc with the link for each student.'", '"d'": '"Ask students to search for the class name on Google.'"}",b,,f,"The Class Code is a unique, automatically generated code that students can easily enter to join a specific class, making it the most efficient method for enrolling a whole class.",easy
72,2310,16,15,What is the primary function of using 'Topics' on the Classwork page?,multiple_choice,"{'"a'": '"To create discussion forums for students.'", '"b'": '"To organise assignments and materials into modules or units.'", '"c'": '"To send private announcements to specific students.'", '"d'": '"To list the class rules and syllabus.'"}",b,,f,"''Topics'' act like folders to group related items on the Classwork page, helping to structure the course content logically by week, unit, or subject.",medium
73,2310,16,15,A teacher wants to post a daily welcome message and reminders. Which page is most suitable for this purpose?,multiple_choice,"{'"a'": '"The Grades page'", '"b'": '"The People page'", '"c'": '"The Classwork page'", '"d'": '"The Stream page'"}",d,,f,"The Stream page is designed for chronological announcements, reminders, and class-wide communication, functioning like a notice board for the class.",easy
74,2310,16,15,"When creating an assignment with an attached Google Doc, which option ensures that every student gets their own individual file to edit?",multiple_choice,"{'"a'": '"Students can view file'", '"b'": '"Students can edit file'", '"c'": '"Make a copy for each student'", '"d'": '"Attach file from computer'"}",c,,f,"The ''Make a copy for each student'' option automatically creates and distributes a unique, editable copy of the document to every student in the class, preventing them from editing a shared file.",medium
75,2310,16,15,"Which feature allows a teacher to provide specific, contextual feedback directly within a student''s Google Doc submission and also give a summary comment?",multiple_choice,"{'"a'": '"Using only the ''Grades'' tab to enter a score.'", '"b'": '"Posting a public comment on the Stream.'", '"c'": '"Using in-document comments for specific points and the ''Private comments'' section for summary feedback.'", '"d'": '"Using the ''Comment bank'' to send an email.'"}",c,,f,"Google Classroom''s grading interface allows teachers to add comments directly inside a student''s document for specific feedback, while the ''Private comments'' feature is ideal for overall remarks, ensuring a comprehensive feedback process.",hard
76,2311,17,16,"When evaluating a website for a research project, which of the following is the MOST important first step?",multiple_choice,"{'"a'": '"Checking if the website has a professional design and layout.'", '"b'": '"Identifying the author and publisher to assess their credibility and potential bias.'", '"c'": '"Counting how many images and videos are on the page.'", '"d'": '"Making sure the website loads quickly on your computer.'"}",b,,f,"While design can be a factor, the credibility of the author and publishing organisation is the most critical element in determining the reliability of information.",medium
77,2311,17,16,What is a 'digital footprint'?,multiple_choice,"{'"a'": '"A software program that cleans your computer of viruses.'", '"b'": '"The physical size of your computer''s hard drive.'", '"c'": '"The trail of data, posts, and activities you leave online.'", '"d'": '"A security password used to access online accounts.'"}",c,,f,"A digital footprint is the collection of all a user''s online activities, including posts, searches, and website visits, which can be seen by others.",easy
78,2311,17,16,"A teacher asks students to use Google Docs to write a report together, leaving comments and suggestions for each other. Which is the primary benefit of this approach over each student writing their own report?",multiple_choice,"{'"a'": '"It prevents students from copying work from the internet.'", '"b'": '"It allows the teacher to grade the assignment more quickly.'", '"c'": '"It is the only way for students to use images in their reports.'", '"d'": '"It fosters skills in collaboration, communication, and providing feedback.'"}",d,,f,"The main pedagogical advantage of using collaborative tools like Google Docs is to develop soft skills like teamwork and communication, mirroring modern work environments.",medium
79,2311,17,16,"A history teacher replaces a traditional written essay with an assignment where students create a collaborative timeline with embedded videos and primary source documents, which they then share with another class for feedback. According to the SAMR model, this is an example of:",multiple_choice,"{'"a'": '"Substitution'", '"b'": '"Augmentation'", '"c'": '"Modification'", '"d'": '"Redefinition'"}",d,,f,"This task is a redefinition because it creates a new type of learning experience (a collaborative, multimedia timeline for an authentic audience) that would not be possible without the technology.",hard
80,2311,17,16,A student finds an article on social media with a shocking headline about a new government policy. What should a digitally literate teacher advise the student to do first?,multiple_choice,"{'"a'": '"Share the article immediately so everyone is informed.'", '"b'": '"Look for the story on reputable, independent news websites to verify it.'", '"c'": '"Trust the article because it has many ''likes'' and ''shares''.'", '"d'": '"Ignore the article because everything on social media is false.'"}",b,,f,"Cross-referencing information with multiple, reliable sources is a core skill for verifying information and avoiding the spread of misinformation.",medium
81,2310,18,17,What is the best definition of digital literacy for an educator?,multiple_choice,"{'"a'": '"The ability to find, evaluate, create, and communicate information using digital technology to enhance teaching and learning.'", '"b'": '"The ability to use a computer and type very quickly.'", '"c'": '"The ability to install new software and fix computer hardware problems.'", '"d'": '"The ability to be popular on social media platforms.'"}",a,,f,"Digital literacy is a broad skill that goes beyond basic computer use; it involves critical thinking, creation, and communication for educational purposes.",easy
82,2310,18,17,A teacher receives an email with an urgent request to click a link and confirm their login details for the school's portal. What is the safest action to take?,multiple_choice,"{'"a'": '"Ignore the email and delete it, as it is likely a phishing attempt.'", '"b'": '"Click the link immediately to ensure their account is secure.'", '"c'": '"Forward the email to all their colleagues to warn them before checking if it is real.'", '"d'": '"Reply with their login details to the sender to solve the problem quickly.'"}",a,,f,Unsolicited emails asking for personal information or creating a false sense of urgency are common phishing tactics. One should never click suspicious links or provide sensitive data.,medium
83,2310,18,17,"When creating a presentation for a history class, a teacher needs images of historical maps. What is the most responsible way to find and use these images?",multiple_choice,"{'"a'": '"Search for images with a Creative Commons licence or from a public domain archive.'", '"b'": '"Use the first images that appear in a standard web search, as they are the most popular.'", '"c'": '"Take screenshots of maps from online articles without checking their copyright status.'", '"d'": '"Assume that any image found online is free to use for education.'"}",a,,f,Using images with appropriate permissions (like Creative Commons or public domain) respects copyright law and models ethical digital citizenship for students.,medium
84,2310,18,17,"Which of the following is an example of using a digital tool to enhance a lesson, rather than just substitute a traditional tool?",multiple_choice,"{'"a'": '"Using an interactive online simulation to show how a volcano erupts.'", '"b'": '"Using a word processor to type a worksheet that was previously handwritten.'", '"c'": '"Using a projector to show a static image from a textbook.'", '"d'": '"Using email to send a homework reminder.'"}",a,,f,"The online simulation offers a new, dynamic learning experience that isn''t possible with a traditional textbook or poster, thereby enhancing the lesson. The other options are simple substitutions of one tool for another.",hard
85,2310,18,17,What is a 'digital footprint'?,multiple_choice,"{'"a'": '"The trail of data, posts, and activities you create while using the Internet.'", '"b'": '"The security software installed on your computer to protect it from viruses.'", '"c'": '"The unique password you use to log in to different websites.'", '"d'": '"A file on your computer that stores all of your documents.'"}",a,,f,"A digital footprint is the collection of all a user''s activities and communications online, which can be seen by others and can affect one''s professional reputation.",easy
86,2310,19,18,What is a primary benefit of using a Python library like 'os' for a teacher?,multiple_choice,"{'"a'": '"To automate the management of files and folders, such as renaming student submissions.'", '"b'": '"To create complex graphical user interfaces for educational games.'", '"c'": '"To analyse and visualise student performance data from a spreadsheet.'", '"d'": '"To download web pages for scraping educational content.'"}",a,,f,"The ''os'' library in Python is used for interacting with the operating system, which includes tasks like file and folder management.",easy
87,2310,19,18,"In the ''pandas'' library, what is the main purpose of the `df.describe()` function when analysing a file of student grades?",multiple_choice,"{'"a'": '"To create a bar chart of the grade distribution.'", '"b'": '"To select and display the first five students in the list.'", '"c'": '"To generate a quick statistical summary, including mean, median, and standard deviation.'", '"d'": '"To rename the columns of the grade book.'"}",c,,f,"`df.describe()` is a key pandas function that provides descriptive statistics for all numerical columns in a DataFrame, which is very useful for a quick overview of performance.",medium
88,2310,19,18,"When creating a simple interactive quiz for students, what is the fundamental role of an `if/else` statement in the Python script?",multiple_choice,"{'"a'": '"To store the list of questions and answers.'", '"b'": '"To check if the student''s input matches the correct answer and provide appropriate feedback.'", '"c'": '"To loop through all the questions until the quiz is finished.'", '"d'": '"To print the final score at the end of the quiz.'"}",b,,f,"The `if/else` conditional statement is essential for decision-making. In a quiz, it is used to evaluate the user''s answer and decide which block of code to execute next (e.g., print ''Correct'' or ''Incorrect'').",easy
89,2310,19,18,A teacher wants to write a script to gather a list of historical dates from a specific webpage. What are the two primary Python libraries often used together for this web scraping task?,multiple_choice,"{'"a'": '"pandas and matplotlib'", '"b'": '"os and tkinter'", '"c'": '"Requests and BeautifulSoup'", '"d'": '"pandas and Requests'"}",c,,f,"''Requests'' is used to download the webpage''s HTML content, and ''BeautifulSoup'' is used to parse and extract the specific information from that HTML.",medium
90,2310,19,18,A teacher wants to analyse student scores from a CSV file and then create a bar chart to show the grade distribution. Which combination of Python libraries would be most suitable for this entire task?,multiple_choice,"{'"a'": '"os and Requests'", '"b'": '"Tkinter and BeautifulSoup'", '"c'": '"Requests and matplotlib'", '"d'": '"pandas and matplotlib'"}",d,,f,"''pandas'' is the ideal library for reading and analysing data from a CSV file, while ''matplotlib'' is the standard library for creating visualisations like bar charts from that data.",hard
91,2311,20,19,"Which Python module is best suited for reading and writing data in a spreadsheet-like format, such as a file of student grades?",multiple_choice,"{'"a'": '"csv'", '"b'": '"os'", '"c'": '"math'", '"d'": '"requests'"}",a,,f,"The `csv` module is specifically designed in Python to handle Comma-Separated Values (CSV) files, making it easy to read rows from and write rows to a spreadsheet-like file.",easy
92,2311,20,19,"When building a simple text-based quiz in Python, what data structure is most efficient for storing a collection of unique questions and their corresponding correct answers?",multiple_choice,"{'"a'": '"A List'", '"b'": '"A Set'", '"c'": '"A Dictionary'", '"d'": '"A Tuple'"}",c,,f,"A dictionary is ideal because it stores data in key-value pairs, allowing you to naturally associate a question (the key) with its answer (the value).",medium
93,2311,20,19,You have a Pandas DataFrame named `student_data` with a column 'Score'. Which command correctly calculates the average score?,multiple_choice,"{'"a'": '"student_data.average(''Score'')'", '"b'": '"student_data[''Score''].mean()'", '"c'": '"mean(student_data[''Score''])'", '"d'": '"student_data[''Score''].calculate_average()'"}",b,,f,"In the Pandas library, you select a column (Series) using bracket notation `[''Score'']` and then call the `.mean()` method to compute its average.",medium
94,2311,20,19,"In web scraping, what is the primary purpose of the `Beautiful Soup` library?",multiple_choice,"{'"a'": '"To send HTTP requests to a web server.'", '"b'": '"To create charts and graphs from data.'", '"c'": '"To parse HTML or XML content and make it searchable.'", '"d'": '"To write the scraped data into a CSV file.'"}",c,,f,The `Requests` library sends the HTTP request. `Beautiful Soup`'s main role is to take the raw HTML response and turn it into a structured object that is easy to navigate and search for specific tags and data.,medium
95,2311,20,19,A teacher wants to read student performance data from a CSV file and then create a bar chart to visualize the average scores for different subjects. Which combination of libraries is most effective for this task?,multiple_choice,"{'"a'": '"os and Tkinter'", '"b'": '"Requests and Beautiful Soup'", '"c'": '"csv and math'", '"d'": '"Pandas and Matplotlib'"}",d,,f,"`Pandas` is the best tool for reading and analyzing data from a CSV file, while `Matplotlib` is the standard library for creating visualizations like bar charts from that data.",hard
96,2311,21,20,"Which set of components correctly matches the ''Sense, Think, Act'' paradigm of a robot?",multiple_choice,"{'"a'": '"Sense: Ultrasonic Sensor, Think: Controller, Act: Motor'", '"b'": '"Sense: Motor, Think: Wheel, Act: Controller'", '"c'": '"Sense: Controller, Think: Motor, Act: Sensor'", '"d'": '"Sense: Light, Think: Sensor, Act: Program'"}",a,,f,"A sensor (Ultrasonic Sensor) gathers information (Sense), the controller processes it (Think), and an actuator (Motor) performs a physical action (Act).",easy
97,2311,21,20,A student wants to program a robot to stop before it hits a wall. Which sensor would be most suitable for this task?,multiple_choice,"{'"a'": '"Colour Sensor'", '"b'": '"Touch Sensor'", '"c'": '"Ultrasonic Sensor'", '"d'": '"Gyroscopic Sensor'"}",c,,f,"An ultrasonic sensor is used to measure distance, which allows the robot to detect the wall from a distance and stop before making contact.",medium
98,2311,21,20,"In programming, what is the primary purpose of a ''loop''?",multiple_choice,"{'"a'": '"To make a decision between two different actions.'", '"b'": '"To repeat a set of commands multiple times.'", '"c'": '"To end the program immediately.'", '"d'": '"To store data from a sensor.'"}",b,,f,"A loop is a fundamental programming structure used to execute a block of code repeatedly, either a specific number of times or forever.",easy
99,2311,21,20,"A program contains the following logic: ''IF the colour sensor sees red, THEN stop''. This is an example of what programming concept?",multiple_choice,"{'"a'": '"A sequence'", '"b'": '"A variable'", '"c'": '"A conditional statement'", '"d'": '"Debugging'"}",c,,f,This is a conditional statement (or an If-Then statement) because the robot's action (stopping) is dependent on a specific condition being met (seeing red).,medium
100,2311,21,20,"According to the module, what is a primary pedagogical benefit of using robotics in subjects like mathematics or science?",multiple_choice,"{'"a'": '"It ensures every student will become a computer programmer.'", '"b'": '"It makes abstract concepts tangible and interactive.'", '"c'": '"It is the only way to teach collaboration.'", '"d'": '"It reduces the need for teachers to explain complex topics.'"}",b,,f,"Robotics allows students to build physical representations of abstract ideas, such as programming a robot to draw a geometric shape, making the concept more understandable and engaging.",hard
101,2310,22,21,"In a school database, the ''Students'' table has a ''StudentID'' column. The ''Grades'' table also has a ''StudentID'' column to link a grade to a specific student. What is the ''StudentID'' column in the ''Grades'' table called?",multiple_choice,"{'"a'": '"Primary Key'", '"b'": '"Foreign Key'", '"c'": '"Unique Key'", '"d'": '"Candidate Key'"}",b,,f,"A Foreign Key is a field in one table that uniquely identifies a row of another table. In this case, it links the ''Grades'' table back to the ''Students'' table.",easy
102,2310,22,21,"A teacher is designing a database and wants to avoid storing the same information in multiple places. For example, they want to avoid writing the Head Teacher''s name in every single student''s record. What is this design principle called?",multiple_choice,"{'"a'": '"Data Redundancy'", '"b'": '"Data Querying'", '"c'": '"Normalisation'", '"d'": '"Data Aggregation'"}",c,,f,Normalisation is the process of organising tables in a database to minimise data redundancy and improve data integrity.,medium
103,2310,22,21,Which SQL clause would you use to combine rows from a 'Teachers' table and a 'Subjects' table to create a list of which teacher teaches which subject?,multiple_choice,"{'"a'": '"GROUP BY'", '"b'": '"WHERE'", '"c'": '"ORDER BY'", '"d'": '"JOIN'"}",d,,f,The JOIN clause is used to combine rows from two or more tables based on a related column between them.,medium
104,2310,22,21,A school principal wants to ensure that teachers can only view and edit the records of students in their own classes. Which database security concept does this relate to?,multiple_choice,"{'"a'": '"Data Encryption'", '"b'": '"User Access Control and Permissions'", '"c'": '"Database Backup'", '"d'": '"SQL Injection Prevention'"}",b,,f,"This is an example of User Access Control, where different users (like teachers) are given specific permissions to access only the data relevant to their role.",medium
105,2310,22,21,"To calculate the average score for students in ''Form 2'' only, which two SQL clauses would you most likely use together?",multiple_choice,"{'"a'": '"AVG() and HAVING'", '"b'": '"COUNT() and GROUP BY'", '"c'": '"AVG() and WHERE'", '"d'": '"SUM() and JOIN'"}",c,,f,"The AVG() function calculates the average, and the WHERE clause is used to filter the records to include only students from ''Form 2'' before the average is calculated.",hard
51,2311,12,11,Which part of the PowerPoint interface allows you to type speaker notes that are only visible to you during a presentation?,multiple_choice,"{'"a'": '"The Ribbon'", '"b'": '"The Slides Thumbnail Pane'", '"c'": '"The Notes Pane'", '"d'": '"The Slide Pane'"}",c,a,f,"The Notes Pane, located at the bottom of the screen, is specifically designed for adding speaker notes that are visible in Presenter View but hidden from the audience.",easy
106,2312,23,22,Which of the following best defines digital literacy for an educator?,multiple_choice,"{'"a'": '"The ability to use a computer to type lesson plans.'", '"b'": '"Knowing how to fix technical problems with classroom projectors.'", '"c'": '"The ability to find, critically evaluate, create, and communicate information using digital tools.'", '"d'": '"Having a popular social media account to share teaching ideas.'"}",c,,f,"Digital literacy is a comprehensive skill that includes finding, evaluating, creating, and communicating information, not just a single technical task.",easy
107,2312,23,22,"When evaluating an online article for a science lesson, what does ''Currency'' refer to?",multiple_choice,"{'"a'": '"How much the website costs to access.'", '"b'": '"Whether the information is popular and widely shared.'", '"c'": '"How up-to-date and relevant the information is for the topic.'", '"d'": '"If the website''s author is famous.'"}",c,,f,"Currency refers to the timeliness of the information. For science topics, it''s crucial that the information is recent and not outdated.",easy
108,2312,23,22,A teacher wants to create a visually engaging poster for a classroom announcement. Which type of free digital tool would be most suitable for this task?,multiple_choice,"{'"a'": '"A simple word processor like Notepad.'", '"b'": '"An email client like Gmail.'", '"c'": '"A spreadsheet program like Google Sheets.'", '"d'": '"A graphic design tool with templates like Canva.'"}",d,,f,"Tools like Canva are specifically designed for creating visual content like posters and presentations, offering templates that make the process easy for beginners.",medium
109,2312,23,22,What is a 'digital footprint'?,multiple_choice,"{'"a'": '"The size of your computer''s hard drive.'", '"b'": '"The trail of data and information you leave behind when you use the internet.'", '"c'": '"A security software that protects your computer from viruses.'", '"d'": '"The number of online accounts you have.'"}",b,,f,"Your digital footprint is the collection of all your online activities, including posts, searches, and website visits, which creates a trail of your presence online.",medium
110,2312,23,22,A student finds an exciting website with surprising facts for their project. What is the most important first step a digitally literate teacher should guide the student to take?,multiple_choice,"{'"a'": '"Immediately copy the information into their project before they forget it.'", '"b'": '"Share the website with all their classmates right away.'", '"c'": '"Check the website for its author, purpose, and date to evaluate if it is a reliable source.'", '"d'": '"Print the information to save it offline.'"}",c,,f,"The most critical first step is to evaluate the source of the information for authority, bias, and currency before trusting or using it. This is a core practice of digital literacy.",hard
111,2312,24,23,Which of the following is NOT considered one of the four core components of a lesson plan?,multiple_choice,"{'"a'": '"Learning Objectives'", '"b'": '"Classroom Rules'", '"c'": '"Learning Activities'", '"d'": '"Assessment'"}",b,b,t,"While classroom rules are important for management, the four essential components of a lesson plan are Learning Objectives, Materials, Learning Activities, and Assessment.",easy
112,2312,24,23,Which of these learning objectives is the most effective and well-written according to the SMART framework?,multiple_choice,"{'"a'": '"Students will learn about the planets in the solar system.'", '"b'": '"Students will be able to name all eight planets in order from the sun.'", '"c'": '"Students will understand the solar system.'", '"d'": '"To teach the students about space.'"}",b,c,f,"This objective is specific (''name all eight planets in order''), measurable (the teacher can check if it''s correct), and student-centered. The other options are vague, not measurable, or describe the teacher''s action.",medium
113,2312,24,23,"In the ''I Do, We Do, You Do'' model, during which phase does the teacher provide guided practice and work collaboratively with students?",multiple_choice,"{'"a'": '"I Do'", '"b'": '"We Do'", '"c'": '"You Do'", '"d'": '"Hook'"}",b,a,f,"The ''We Do'' phase is designed for collaborative, guided practice where the teacher and students work together to solve problems or complete tasks after the teacher has already modeled the skill (''I Do'').",easy
114,2312,24,23,A teacher asks students to write one thing they learned on a small piece of paper before they leave class. What is this practice an example of?,multiple_choice,"{'"a'": '"Summative assessment'", '"b'": '"Student punishment'", '"c'": '"Formative assessment'", '"d'": '"Differentiation'"}",c,b,f,"This technique, often called an ''exit ticket,'' is a form of formative assessment used to quickly check for understanding during the learning process to inform future instruction.",medium
121,2312,26,25,"In Excel, what is the name for the intersection of a single row and a single column?",multiple_choice,"{'"a'": '"A Cell'", '"b'": '"A Workbook'", '"c'": '"The Ribbon'", '"d'": '"A Formula'"}",a,,f,"A cell is the fundamental box within a worksheet where a column and row intersect, and it''s where you enter data.",easy
122,2312,26,25,"A teacher wants to calculate the total score for a student''s assignments located in cells B2, C2, and D2. Which of the following is the correct formula to use?",multiple_choice,"{'"a'": '"ADD(B2:D2)'", '"b'": '"B2+C2+D2='", '"c'": '"=SUM(B2:D2)'", '"d'": '"=TOTAL(B2, C2, D2)'"}",c,,f,"The SUM function is used to add a range of cells, and all formulas in Excel must start with an equals sign (=).",medium
123,2312,26,25,"To make the headers of your grade book (e.g., ''Student Name'', ''Quiz 1'') more visible and distinct from the student data, which formatting option is most commonly used?",multiple_choice,"{'"a'": '"Filter'", '"b'": '"Sort A-Z'", '"c'": '"Bold'", '"d'": '"Merge & Center'"}",c,,f,"Applying ''Bold'' formatting is a simple and effective way to make text stand out, which is ideal for headers.",easy
124,2312,26,25,A teacher wants to quickly see a list of only the students who scored below 40% on an exam. Which Excel feature is the most efficient for this task?,multiple_choice,"{'"a'": '"The Sort feature'", '"b'": '"The Filter feature'", '"c'": '"The AVERAGE function'", '"d'": '"Conditional Formatting'"}",b,,f,"Filtering allows you to temporarily hide rows that do not meet a specific criterion (e.g., score < 40), showing only the data you need.",medium
125,2312,26,25,Which of the following functions would you use to find the highest score a class achieved on a particular test?,multiple_choice,"{'"a'": '"=AVERAGE()'", '"b'": '"=COUNT()'", '"c'": '"=TOP()'", '"d'": '"=MAX()'"}",d,,f,The MAX function is designed to find the maximum or highest value within a specified range of cells.,easy
126,2314,27,26,"A teacher designs a project where students must address the problem of plastic waste in their community by designing a new product from recycled materials. The learning is driven entirely by the problem, and subject boundaries become blurred. This approach is best described as:",multiple_choice,"{'"a'": '"Multidisciplinary'", '"b'": '"Interdisciplinary'", '"c'": '"Transdisciplinary'", '"d'": '"Subject-siloed'"}",c,,f,"Transdisciplinary integration is centered on a real-world problem, and students pull knowledge from various disciplines as needed, causing subject boundaries to blur.",medium
127,2314,27,26,"In the Engineering Design Process (EDP), what is the primary purpose of the ''Improve'' stage?",multiple_choice,"{'"a'": '"To brainstorm as many ideas as possible.'", '"b'": '"To build the first version of the solution.'", '"c'": '"To use data from the ''Test'' stage to make the design better.'", '"d'": '"To present the final product to the class.'"}",c,,f,"The ''Improve'' stage is a direct response to the ''Test'' stage, where students use their observations and data to refine and enhance their solution.",easy
128,2314,27,26,Which of the following is a key element of Project-Based Learning (PBL) that distinguishes it from a simple classroom activity?,multiple_choice,"{'"a'": '"It is always completed in a single class period.'", '"b'": '"The teacher provides students with all the answers in advance.'", '"c'": '"It is driven by a challenging, authentic problem or driving question.'", '"d'": '"Students work in complete silence and without collaboration.'"}",c,,f,High-quality PBL is built around an authentic and complex driving question or problem that requires sustained inquiry over a period of time.,medium
129,2314,27,26,A teacher wants to assess students' collaboration and problem-solving skills during a multi-week STEM project. Which assessment tool would be most effective for this purpose?,multiple_choice,"{'"a'": '"A final multiple-choice test on science facts.'", '"b'": '"A spelling and grammar check on their final report.'", '"c'": '"A rubric with specific criteria for teamwork and the design process.'", '"d'": '"A pop quiz on mathematical formulas used.'"}",c,,f,"A rubric is the ideal tool for assessing complex skills like collaboration and problem-solving because it can define specific, observable behaviors for different performance levels.",hard
130,2314,27,26,A group of students is tasked with designing a system to keep food cool without electricity. Which framework would be the most appropriate to guide their work?,multiple_choice,"{'"a'": '"The Scientific Method, because they need to form a hypothesis.'", '"b'": '"The Engineering Design Process, because they need to create a solution to a problem.'", '"c'": '"A literature review, because they should only read about existing solutions.'", '"d'": '"A historical analysis, because they should study past failures.'"}",b,,f,"The Engineering Design Process (Ask, Imagine, Plan, Create, Test, Improve) is specifically designed for creating and iterating on solutions to practical problems.",medium
120,2312,25,24,Which of these is a key feature of Presenter View?,multiple_choice,"{'"a'": '"It allows the audience to see your speaker notes.'", '"b'": '"It shows the presenter their notes and the next slide, while the audience only sees the current slide.'", '"c'": '"It automatically records your presentation as a video.'", '"d'": '"It locks the presentation so no one can edit it.'"}",b,a,f,"Presenter View is a dual-screen feature that provides the speaker with helpful tools (notes, next slide preview, timer) that are not visible to the audience.",medium
131,2312,28,27,What is the primary difference between a traditional 'siloed' approach to teaching and an integrated STEM approach?,multiple_choice,"{'"a'": '"Integrated STEM connects subjects through real-world problems, while a siloed approach teaches them separately.'", '"b'": '"Integrated STEM uses more technology, while a siloed approach relies on textbooks.'", '"c'": '"Integrated STEM is only for high-achieving students, while a siloed approach is for everyone.'", '"d'": '"Integrated STEM focuses only on engineering, while a siloed approach covers all four subjects.'"}",a,a,t,"The core principle of STEM integration is to break down the ''silos'' or walls between subjects by using authentic, real-world problems as a context for learning.",easy
132,2312,28,27,"A student group has just built their first prototype of a device to transport water. According to the Engineering Design Process (EDP), what is the most logical next step?",multiple_choice,"{'"a'": '"Submit the project for a final grade.'", '"b'": '"Brainstorm new ideas for a different project.'", '"c'": '"Test the prototype and collect data on its performance.'", '"d'": '"Create a detailed drawing and list of materials.'"}",c,b,f,"After the ''Create'' step (building the prototype), the EDP calls for the ''Test'' step, where the design is evaluated to see if it meets the criteria and to identify areas for improvement.",medium
133,2312,28,27,A teacher wants to conduct a STEM lesson on building stable structures but has no budget for commercial building kits. Which of the following is the most effective and resourceful strategy?,multiple_choice,"{'"a'": '"Cancel the lesson until funding becomes available.'", '"b'": '"Show students a video of other people building structures.'", '"c'": '"Have students build structures using recycled materials like newspapers, cardboard, and tape.'", '"d'": '"Ask students to write an essay about famous structures.'"}",c,a,f,"A key strategy for low-resource classrooms is to use locally available, low-cost, or recycled materials to conduct hands-on activities, focusing on the process of design and problem-solving.",medium
134,2312,28,27,Why is a rubric considered an essential tool for assessing an integrated STEM project?,multiple_choice,"{'"a'": '"It allows teachers to grade projects much faster than other methods.'", '"b'": '"It provides clear criteria for skills like collaboration and creativity, which are hard to measure with traditional tests.'", '"c'": '"It is the only method that can be used to give a numerical score.'", '"d'": '"It focuses solely on the scientific accuracy of the final product.'"}",b,a,f,"Rubrics are vital because they make the assessment of complex skills (like teamwork, design thinking, and creativity) transparent and consistent by defining clear performance levels for each criterion.",hard
135,2312,28,27,"In a transdisciplinary approach to STEM integration, how are the individual subject disciplines treated?",multiple_choice,"{'"a'": '"They are taught at different times of the day but are linked by a common theme.'", '"b'": '"Only Science and Maths are included, while Technology and Engineering are ignored.'", '"c'": '"The boundaries between subjects become blurred as students pull knowledge from any discipline needed to solve a real-world problem.'", '"d'": '"The teacher for each subject must sign off on the project before it can be completed.'"}",c,a,f,"Transdisciplinary is the deepest level of integration, where the learning is centered on a central problem, causing the distinctions between subjects to dissolve as students use knowledge holistically.",hard
116,2312,25,24,A teacher wants to add their school's logo to the bottom corner of every slide in their presentation. What is the most efficient way to do this?,multiple_choice,"{'"a'": '"Copy and paste the logo onto each slide individually.'", '"b'": '"Insert the logo into the Slide Master.'", '"c'": '"Use the ''Design Ideas'' feature to suggest a layout with a logo.'", '"d'": '"Add the logo to the first slide and use the ''Duplicate Slide'' feature for all other slides.'"}",b,a,f,"The Slide Master is used to apply global changes, like adding a logo or changing fonts, to all slides in a presentation at once.",medium
117,2312,25,24,"To create a non-linear review quiz where students can jump from a menu slide to specific question slides, which feature should be used?",multiple_choice,"{'"a'": '"Animations'", '"b'": '"Transitions'", '"c'": '"Hyperlinks and Action Buttons'", '"d'": '"Presenter View'"}",c,a,f,"Hyperlinks and action buttons allow you to link a specific object (like a question number) to another slide within the presentation, enabling non-linear navigation.",medium
