id,teacher_id,skill,level,last_practiced
bc50d09a-61a7-4c2d-83c7-dbd98a6f6627,bc69a015-304c-416e-87a8-af2dc64caa4f,PowerPoint,advanced,2025-05-27 20:17:37
5e49b40e-535a-4dd6-9e45-f2ade092e02f,746dbc66-1425-4484-9b44-27b9dd88d138,Google Classroom,advanced,2025-05-29 02:47:46
740480bb-7113-4dc3-9a79-027911c8ccb7,b394f270-251b-4091-9a18-951f3266934e,Google Classroom,advanced,2025-06-30 00:48:57
2c6bc081-cc0b-42fa-82be-e7c46bebc03f,5f75cedc-10bf-4065-8c2a-d84c49c114c2,Digital literacy,beginner,2025-06-17 19:38:25
3be1f3e9-0156-4837-b421-d75227e8343a,99290f1b-9be8-4fc6-98fd-462e85628e08,Google Classroom,intermediate,2025-08-26 21:14:23
b1f6eb20-53a3-43ab-8157-2f38a284e3e6,c56acdd7-7284-4cce-98af-9dac718aeff5,Google Classroom,beginner,2025-07-09 06:41:15
910091c0-a72d-4e9a-9b2a-3141f30ad213,aa7618ac-fb0b-4d97-ac9e-257bc7287044,AI basics,advanced,2025-07-28 11:23:52
2256b2ac-051e-4693-904b-fb9d8a3a71cc,ebf7539a-f72b-4cd9-b8be-ec7429fa9c97,Google Classroom,beginner,2025-09-05 13:34:45
94220183-7ac9-4ef7-bb30-a13b542f9321,0db36c8c-ea86-4178-bbe4-b1cdfbc58152,Google Classroom,advanced,2025-03-01 21:00:21
4a68ca47-f07e-44b9-8421-a3c08d285353,b19c748f-915e-4706-9a6b-34b796e70983,STEM integration,intermediate,2025-08-17 01:42:29
0954904d-f103-432e-b51a-8341274572be,d80cb652-15f1-46f6-814e-f027eb58215b,Python for teaching,intermediate,2025-07-28 06:42:59
51853333-ae49-4ac4-a0a0-d1828bc4e5bc,a619e85a-b705-44ce-8d91-70d41a6aa3ea,STEM integration,advanced,2025-08-16 13:04:37
8ab8fa51-0e42-4a28-87f9-78afb2abe257,17212205-ac3a-472b-9a79-e3fce45371c7,PowerPoint,advanced,2025-01-24 17:19:03
b80d7aa7-7115-4f50-b1fe-673594895ef3,e62a85ba-158f-4b98-adb4-311c1447c9d8,Robotics intro,advanced,2025-08-29 10:51:03
e15eb6b5-a7e0-477e-8ee1-e40102735992,82e116ba-cd5b-456f-8d0f-97aca2bb8803,Words,intermediate,2025-03-31 20:02:29
3e332480-1537-401f-bdf2-3f441c243f71,16531201-0464-4396-bdd6-f78b5c01aced,Digital literacy,beginner,2025-03-07 06:08:15
85402a40-d1c4-46a1-902b-70902542bd48,47eadb1e-17c1-4be9-897e-f6581bbd5376,Words,beginner,2025-02-03 21:52:57
84c67c38-019b-4175-9bb6-fd7d12a737fb,d89d3154-62f9-49d9-9f6d-d9acd4dd939b,Robotics intro,advanced,2025-06-26 15:53:38
a925dc21-9a33-4927-8387-368526409c4b,9993d8da-cf3f-4a4e-8553-87a13bef5437,Robotics intro,intermediate,2025-05-23 08:47:10
6b6bf2fd-7332-455b-998f-a14eceee35b0,0e071d16-920c-478c-bd46-1930c03c5953,STEM integration,advanced,2025-07-04 09:03:42
3b500caf-e9a1-4780-a399-e280cf60038d,3a2dc17b-8f76-4d60-a677-86e9e0e81f89,Python for teaching,advanced,2025-09-18 15:53:45
7c6c7f6f-0e48-457c-bccb-d889bc73c4e2,53cbb378-a5d7-4cfb-984a-d792117158da,Excel for educators,intermediate,2025-06-01 04:56:38
de165d0a-8c5d-454a-bf26-b0d289aa6de1,49d81a98-3035-4a38-819f-a6c5ec96d279,Lesson design,advanced,2025-09-07 08:34:55
3af6c972-a373-4f72-9056-a961fab1acfb,0371107f-d4eb-4c03-b15b-8ac93c740851,PowerPoint,beginner,2025-08-26 02:11:14
6849b677-322d-48ff-873c-bcf3ba07dce9,7f7e57f0-fcdf-4f32-8b63-10b12883e0d5,PowerPoint,intermediate,2025-08-18 13:58:29
7fbfbf59-cb46-4759-ab47-00bc5e0520cd,ae1768f7-6670-4ca0-865a-58c3da421dc7,Excel for educators,advanced,2025-09-17 16:54:54
71e29c79-9cf9-4bb6-9b99-36252a6d1a60,f933f47f-2083-45d3-a9e8-3af208e2b674,Python for teaching,intermediate,2025-04-10 07:11:16
da13f968-f920-4719-ac40-4565b8e01404,0a0f6a93-7848-4a17-ac2f-25585d5c4948,PowerPoint,intermediate,2025-09-30 23:18:56
4107fb4a-6bd1-4384-bb9f-8c387156660c,adfdef56-961a-48b4-aa0e-7f29788cbae8,Google Classroom,intermediate,2025-09-19 17:37:33
d5e2532e-f7b3-4546-9c28-2200a1089126,dd0dc491-6dc6-4857-9ec9-7dba7cca6023,Google Classroom,beginner,2025-04-27 13:40:07
ae46668d-f77e-458a-8acf-44a0b43f2043,302dc975-fa58-4c5c-9829-9f3758d0957c,Robotics intro,advanced,2025-03-17 11:57:27
d69ca961-0134-45d1-bbea-ac7f1a0ddb35,3f16b1bb-66b5-40fa-ba28-529af93e116d,Digital literacy,advanced,2025-02-24 11:17:01
8e49fe5c-f696-4f87-9be2-dac31fb1237b,77a88b99-4433-40e5-be53-9e5d17cd53be,AI basics,beginner,2025-02-26 22:49:45
6f66f613-d4fa-4c37-b87b-34fdce416064,7fdbfcef-0dc9-4d86-b9ac-09fbe1ea670d,AI basics,beginner,2025-07-05 02:52:16
bb84e3eb-74d5-47cc-ab78-4a7d00ee4aee,ec43e8cd-67ca-4be6-a6e1-6cf60201e285,Robotics intro,intermediate,2025-08-19 20:42:38
ee35bceb-8ccd-4fe8-ad53-8eb4bd4852d8,f4cfce85-f585-4615-af11-5619be9804eb,Robotics intro,beginner,2025-08-13 13:49:38
c63e2f58-b15d-4fad-aa7d-cf3913b8047e,f87c31a9-1f09-4ea4-88fc-f9ff275ea9af,Google Classroom,intermediate,2025-05-19 06:27:59
94c612f6-355f-40f5-a38a-668592c61698,153a8469-e324-450b-8885-3ad445a37ff1,Robotics intro,beginner,2025-05-19 22:41:38
e8132041-46d8-4158-8c73-500d9636a67e,04f20cd5-377f-42a1-9b90-8c71c31de155,Words,advanced,2025-04-04 21:38:43
2022364e-8dc2-4754-b99d-8a6fcd33de01,b006ce56-d671-43dd-a3de-786368cbeb36,PowerPoint,advanced,2025-07-07 19:46:01
2c476044-b159-41ee-8ba1-b70ec0107bd4,b654db91-3b6e-49d5-9a84-33e2571a725b,Python for teaching,advanced,2025-04-18 19:47:43
5a01e56a-3e6b-4e0b-9817-3c5597e84b3b,32ff41ec-1622-4aaa-b853-9df3430a3a78,Robotics intro,beginner,2025-08-09 18:52:32
7d1c6dc0-65dd-41fb-b5dc-f5f75a0b66d7,9e3dc129-0473-47a9-a65d-312ffee2656c,Excel for educators,advanced,2025-08-21 11:23:16
e6d3192f-3094-49b2-ac58-5840e6c34a3e,7ccbda91-3f51-4cd2-b61e-fc9952c6d2a3,STEM integration,intermediate,2025-02-12 13:43:28
6afb6dfd-bbc7-4db1-bbb4-1f1af2380fd2,96b9803d-139b-4d4d-a7b4-eb9234975756,Robotics intro,intermediate,2025-05-09 08:49:56
cdddfece-7bc2-4013-8b5b-38fdba194dc5,9f7fa267-56f6-4536-8b22-d912537df630,Excel for educators,intermediate,2025-09-17 05:39:27
06a7f82c-f15e-4dc4-84e8-0b15ce5a30a7,bc47d49e-e0df-4534-8716-89176cdb3486,AI basics,advanced,2025-10-05 04:26:48
98746d96-dbb4-412f-be2e-3ccf9cae1973,4606b4a4-b0cc-45b7-b70e-46dc27f079d0,Robotics intro,beginner,2025-09-01 02:17:29
1b9fab86-6eb3-4d09-afff-0e32b886a2d4,69a0d307-2166-4fe3-891b-89316272dd2a,Digital literacy,intermediate,2025-07-27 16:14:56
9d981ada-f65d-4c07-9642-f819ce2c7d0f,0756bd64-2f24-4d72-91c9-3b883cdaf280,Excel for educators,intermediate,2025-04-15 12:33:15
e4a1819a-b662-4836-ad07-c87d6c2df834,6cdfd619-5c73-4f27-9cb4-753508581aa6,Robotics intro,beginner,2025-04-21 19:32:10
028a876b-f629-4490-8a74-190ba8bb4a9f,6799c85f-12d0-4ef9-8ebb-e523457eefd0,Words,intermediate,2025-04-19 10:55:48
f9904598-5b0d-45ff-9718-1fcba4107d0c,753ebf92-3e5d-4482-aad2-808d3409cf27,AI basics,beginner,2025-01-15 16:11:53
48208c63-ed64-4cb5-8e9b-0f58ecd7d58f,bc535bb3-1036-42be-b313-e321f3f1792d,Digital literacy,advanced,2025-02-01 19:20:54
97461fbb-9413-4b54-8b64-ca8abf1f71ce,6930f490-17e5-4fb7-9d81-04bc9145f40c,Google Classroom,intermediate,2025-06-17 01:30:42
06eaca8c-e337-4bca-b36f-81402a58970e,2fc4edd3-e451-456f-98bc-8951b64f1ed9,Robotics intro,advanced,2025-08-27 09:10:37
31e2030f-7ccb-4089-bf1d-f50c88b241f0,b01d615d-fd91-44cf-816f-a688cc0e960f,Lesson design,advanced,2025-02-21 13:24:57
5d527360-a89c-48e5-b527-d7d5c7dc0edf,ec587034-d553-4f4f-ba93-c52ceb74b756,Google Classroom,advanced,2025-03-16 16:58:47
c9fd2d0b-c0a3-457b-82bc-3c16d3f00dae,c7f11148-9915-4083-a55a-5805206a78c1,STEM integration,beginner,2025-07-17 11:19:07
ea6f21bd-206d-4230-928c-96acbcfb582f,8cf99281-c7ab-4cf1-a64e-fcb2ab348042,Digital literacy,advanced,2025-01-30 18:01:54
54d17915-a53d-4ae0-8cde-9b149a34b299,ed5398e5-332f-4054-95c3-be8ed54f71cc,Robotics intro,advanced,2025-09-19 18:30:00
a287e1ab-b5ab-4560-8282-3d6950e129ba,c7f17dfd-1f32-4f85-ac25-4da29b6348c9,Excel for educators,intermediate,2025-06-06 16:25:32
4ed039af-2041-4dc6-b3b9-17fdcd30ccc4,c942ca66-776f-4c52-80f8-7c848296aa75,Robotics intro,advanced,2025-07-25 05:54:21
f76c353b-caf2-467c-ad31-85b180b9e7a0,8378bb8a-eee4-46ca-948f-ea6614a0f4b5,Digital literacy,advanced,2025-05-19 14:47:32
2b15e569-acdb-42b4-94b9-e93807031818,791c317a-cd84-4f14-afcb-4c4ca9618cb5,Python for teaching,beginner,2025-02-28 16:14:24
5271b679-66a3-48a1-84a1-a5f9ac88f87d,fcf4a549-efc5-4189-8868-50a0c181661e,Digital literacy,intermediate,2025-03-30 18:16:50
f8bd7a12-1736-4a06-b30b-ee6bf7c4a174,a2d0e8e9-b8d5-449b-a602-b42195ed969f,Lesson design,advanced,2025-10-05 22:54:19
f54d519f-e315-4370-89b1-7f0704d8ad90,de353227-8350-42e3-981e-a432d165aceb,PowerPoint,advanced,2025-08-21 08:54:37
d33dea34-6fd8-43e7-af39-0a390be7a16d,aa33ab05-376d-41cb-a970-7a2b6812e548,Robotics intro,advanced,2025-08-24 16:28:34
73dbf3b9-c949-4f5d-bab2-9c24e5798cb4,5c892d15-4233-4c70-92ff-bc616618255d,Excel for educators,intermediate,2025-03-16 14:10:21
296ab878-1343-4e2e-b6a3-dc8c169333dc,ccffb97e-55e3-407d-b3ce-4c7921f9d286,Robotics intro,intermediate,2025-05-07 15:53:05
93a1d3d8-f9f3-469a-800e-2650c8e9ce7b,300f0760-b4e1-4faf-868d-7e3d45a32eab,PowerPoint,beginner,2025-01-11 00:32:13
0b7be27c-7c57-45e7-bef0-4bd200b57859,a4ea38c9-ecfe-46e0-8cfd-446c0d0ceeb4,PowerPoint,advanced,2025-03-28 00:41:31
7c9c1af8-df5a-4f5d-a10b-4e360b14f7bf,50fa36a6-aaf3-4ea8-bf46-2ece4810ce52,Google Classroom,intermediate,2025-04-07 11:31:32
a5d531b0-5302-4878-8fe5-07e0bcf9367d,a34d42d3-a70c-4375-b849-5015976760fb,AI basics,advanced,2025-07-10 08:05:49
e837dc97-85fc-4ae1-91c5-e1045c1ece58,7b59117f-b772-4854-8049-2cf6cb9fcded,STEM integration,beginner,2025-05-28 11:24:02
e00e99ca-51e6-4504-940f-98b9431f46e7,73a7721f-fc3f-4dac-a365-1941db8fed27,AI basics,beginner,2025-02-27 00:14:26
27eddbbd-a72d-4de0-bd55-dbe140a02e36,2bfc36ad-5dea-43b9-85d9-d878a7a1dffe,Excel for educators,advanced,2025-01-06 19:21:18
ec07e589-c740-488a-bfe2-5b8ba5c1f827,fff3781b-f9e2-4473-a612-3b0b166799a4,Words,beginner,2025-07-17 10:42:09
ed61acb6-51a3-4117-bf84-b2f41b0d3ea3,ed1c670f-7e32-4007-a097-d205bd84e302,Google Classroom,beginner,2025-01-08 00:22:49
16352bd9-ed57-432c-90e3-53fa98486ffd,7d4ffd11-1d54-4a20-8712-faee0b2f02cc,Digital literacy,advanced,2025-01-10 15:26:23
dcc1dc03-b82e-447d-89a8-9346339ed268,e7fb1a4e-7784-43b9-b6ad-c83ecb4f87ff,AI basics,beginner,2025-08-16 03:04:14
5989ab2d-bae7-46c2-9bcc-015d9caccc3e,9fabd220-165f-4b5a-8ce3-8a60877b7ffd,Words,advanced,2025-03-07 18:40:03
6f1863e3-c244-4ddd-9ddd-e323e5180d62,31883309-d7d4-4919-a1f0-0a89c3137733,Lesson design,intermediate,2025-02-01 14:06:27
63ef337f-4128-4066-b26a-3bee6fe06e3d,dc188c50-8f71-4524-9857-1a2bb5afdf4a,Words,advanced,2025-06-16 07:56:01
5323165f-47c6-4ea2-8f09-ae4923f0c2bf,f1e77396-c7fb-419a-bcd8-176e524096a0,STEM integration,beginner,2025-06-29 11:46:46
8ee6d3b8-efbe-4082-8e52-91b541357c85,96f1886e-fe5d-4dac-88d6-72a5c15fcee1,Words,advanced,2025-09-09 01:26:24
31048396-0b08-4fed-95c2-35f3f9005c9d,de353227-8350-42e3-981e-a432d165aceb,Lesson design,beginner,2025-07-08 03:27:23
28bfd6bc-7846-4bf4-bb1a-79e941a36821,bbe60a6c-7430-456a-8880-23154bae4576,PowerPoint,intermediate,2025-06-13 22:18:58
ef4ccdb8-f4da-40c2-b41f-11baf6de0cd8,da43c1fd-f742-4379-bf8d-7522f92e69b0,Robotics intro,intermediate,2025-10-07 09:47:35
23ac2ce2-848d-4ffd-b30c-239d867f62eb,9877f05e-c9f2-4bdb-a208-6e82e4ae04c6,AI basics,intermediate,2025-01-16 04:45:38
636ef9cc-7fa8-41b4-b102-4dfb93b95929,b8c4edeb-140f-4e45-9ff3-6bb25cd158e3,STEM integration,advanced,2025-03-30 00:06:42
dd9ca38d-392e-4735-83f3-fcbabca856db,581609c9-2e87-4500-90d6-62c86571ceba,Python for teaching,beginner,2025-03-20 06:26:34
960a0f6d-fa2b-4dc9-90af-f2bb3c8bbcf6,c387a9df-7cd6-432c-b80f-3392facdef85,Words,intermediate,2025-02-28 01:07:49
44103a93-89bd-4faa-b200-c831fe6770c1,3e74c592-7467-4548-aca0-e2b09e95c361,Google Classroom,beginner,2025-09-26 21:22:36
05d4632c-8b64-4054-b85d-0f843a1eee65,b85daf42-8b73-4bb9-b836-063119ff52a3,Google Classroom,intermediate,2025-06-13 05:24:34
d509fd13-3fc2-46c9-828d-a48f1b5ac148,7b526335-2e06-4e1b-a561-3ac42d446e64,Excel for educators,intermediate,2025-01-23 17:56:13
aca7b15d-16ae-4b24-adb3-5e96d68656e2,03c0c0fa-8d93-4238-9246-d7aa18ba30bb,STEM integration,beginner,2025-04-13 02:57:56
932779e5-9aab-43ea-ac9c-a2446186d612,fc28078d-4d5d-49f6-9192-59bd8084e7d4,Words,advanced,2025-09-29 01:37:05
03f9ddd7-a617-4af4-8462-fbb957fbbbff,bf7129af-6640-470d-8683-ccf5e3288ff3,Digital literacy,advanced,2025-08-26 20:34:19
c6040c0b-6c2a-484f-b104-91cb9da3e263,a9f783e0-9d72-4aab-8cd4-afe96c5503aa,STEM integration,beginner,2025-03-28 14:31:32
6b9f23d6-ac80-4376-9bc8-f73b357ab1eb,797c300c-8465-4395-b6fb-53876f0cd56c,PowerPoint,intermediate,2025-09-18 04:06:26
41c4b0b5-fd62-4c8b-a86f-b257a6c4ad9b,fa5d5ab6-20a3-434a-bbc6-490d8045cc82,Python for teaching,advanced,2025-05-31 06:27:32
95d5c44f-1a94-4bed-b107-559ca7674079,68a2299d-630f-4e8d-bd03-eb3b8f587221,Python for teaching,advanced,2025-05-17 11:59:30
e87ea567-88b9-471a-ba04-11c14b743015,4064373d-be1d-4230-8a31-0883854971ab,Python for teaching,advanced,2025-06-12 10:30:01
eb259536-cfd3-4570-8b6e-a0100370d486,2f1059b2-0bea-4ab3-b701-bf7b0be23c65,Excel for educators,beginner,2025-02-23 05:22:22
7d857e92-8d3f-4fcc-bb97-f91530c611e1,221653ed-90e0-4d85-9cd0-ae88b2e8ff3a,STEM integration,beginner,2025-08-03 06:30:28
b785557e-8529-45b5-a68b-a03f8d6ade52,b8f1d3a9-efd9-438f-a18f-8a2a1821c972,Google Classroom,beginner,2025-08-17 10:08:19
1af8e78f-f896-4ce7-887d-7cdcd04b0d05,4bb73723-01d4-456b-b1bb-7c3d4d244a03,Excel for educators,beginner,2025-07-01 02:03:49
23f45dfa-6573-48ce-96c3-b9b0e78f2888,9d9f63ae-d2e6-4a3a-b0fc-6e176c0558d1,AI basics,intermediate,2025-04-02 05:17:57
6fe50440-9081-4ca1-b07d-99dec81ceca0,35cf8470-899a-4ecd-84da-05715cc12491,Digital literacy,advanced,2025-06-19 16:10:45
1a1d60a3-42ea-4ffa-b498-640998f2d0cd,99cbd53f-6913-4a91-b321-c6f0eba240be,Words,intermediate,2025-06-06 00:07:41
677c4ae4-dcaf-45b9-a80b-9a38415992d8,ac48172e-3ff3-41fa-bca9-cf728dabb4f7,Excel for educators,intermediate,2025-10-04 20:08:38
69373764-b69b-42eb-896c-4571cf502c1e,20eccbe9-35c5-4a23-b736-5443ba65181a,Google Classroom,beginner,2025-07-29 10:44:07
95f3225b-bb96-460c-9973-0fdb1b1c0793,765a327c-1fe7-43e3-bf89-155a4282328f,Excel for educators,intermediate,2025-08-19 13:43:58
b2d2d84a-3c3c-46be-8255-e08b2f45e8cf,b8da0f97-6136-440f-b9be-746150d021b0,Python for teaching,advanced,2025-03-13 12:04:33
7d47e18f-72fa-4bc5-b844-365a7c8e7a37,c062eec8-7658-4048-b79f-dc27b23e13a2,PowerPoint,intermediate,2025-03-08 20:29:58
8103b212-c5d4-48d2-b2dd-5db3c5d5ea32,13e71a17-666d-4e7d-b4e7-2a5d012e7495,Google Classroom,intermediate,2025-06-19 07:30:42
c1cf86de-4e8f-4926-b3f7-76847e475521,50d5b2eb-f51b-4ddd-9ea0-c8b8cfa3a95c,Lesson design,intermediate,2025-05-04 18:45:42
b0333a54-ac4e-4306-86b7-0fc7a2b10840,9cdeab3a-ad19-4747-9811-f1bda77a803a,Lesson design,beginner,2025-05-07 00:55:36
9d6dfd73-4851-48a9-b36f-5f50e0f38848,74ab7c24-0f96-4047-a61a-d4ba837d3976,STEM integration,advanced,2025-09-14 14:22:29
79bb0729-281e-4118-a44f-fb86ebfac49a,71483607-c75b-4408-aea5-fed853ccdd32,Words,advanced,2025-02-11 18:02:32
419e9002-cf66-4489-a87a-f804d53e1ad9,5bdabc09-a493-4dad-9556-52ccbc1d7203,AI basics,intermediate,2025-02-24 21:17:53
935e3c26-5ba2-469e-af34-b9c5e9ff3b91,30a70813-ce14-4b8c-8ec4-74fa319db748,STEM integration,beginner,2025-04-28 06:19:18
7706497c-4d6e-458d-8eeb-fdb50ff10b5c,71123d25-f693-499f-92d4-845a1b330c90,Google Classroom,advanced,2025-04-09 04:29:31
2be484bd-9955-4c54-9b04-3e60572ccdf2,3fff0d05-0c5b-43cd-bd83-55bea9cf1900,STEM integration,advanced,2025-02-24 08:28:42
762b38e8-8656-4716-bf60-9812e10ffddb,51673b34-95c6-4692-9b0e-0164ca99a990,AI basics,beginner,2025-08-17 04:05:13
61b491ea-19be-4ff6-8580-d300d56077e4,d8dff3ae-fb33-41f7-ada2-2a6b8e4713c0,Google Classroom,advanced,2025-08-12 07:05:34
d2cb02d3-cda4-477d-b768-01d89db19ae4,2a0d3d22-3a55-4150-9ef4-3d1bc2b90589,PowerPoint,intermediate,2025-08-28 10:51:15
507a497a-0ff2-4a05-9cf8-b716e44d6462,d5abd11f-a558-42d6-a0bc-929587537994,Digital literacy,beginner,2025-09-24 17:39:11
a7a4b91d-61b7-4782-8c2d-96c3f48504de,412814fb-525b-4259-8fa5-ef029e3e4809,Excel for educators,beginner,2025-03-16 23:09:33
bb390e8a-417c-43ee-8ce4-3190c8929c27,23432de1-2610-458d-a612-280f671e0836,Words,advanced,2025-06-19 03:47:18
c45d3276-fa7a-495a-b89f-de4f5a6d47e0,9b432956-a999-4b80-aaa6-a87636bf3480,Google Classroom,beginner,2025-03-10 21:41:58
d224f0dc-45d7-490d-bc40-d1e89e038e1c,7ecb7582-2690-4640-83d0-099789b0f597,Google Classroom,intermediate,2025-02-01 11:10:24
ecc1abb5-e3fb-4da4-9c85-07041a41f521,a09cc6f0-8e27-46f4-a152-4f9fb6d286a2,PowerPoint,intermediate,2025-06-21 19:52:37
ed03e94e-3e61-4f8b-bd5d-abe8fbf39cb7,e78e97c4-5cc1-4654-bfb0-5ecd72f99ca0,Google Classroom,advanced,2025-05-05 01:15:45
817df143-ab4c-48ca-b541-63d0eaf0e496,bacf92f7-8aaf-440d-9325-c862e16f13e8,PowerPoint,advanced,2025-05-06 19:27:07
67392a36-a78b-49a0-9d86-661fd52d58c0,abd8f716-257c-408a-9e82-20898ba1c8f6,AI basics,intermediate,2025-07-25 17:14:49
2932ebe1-c2a8-466e-a37f-3aef1cc24fcc,4418568e-43a2-4e0b-8b1f-1d54daf1f547,STEM integration,advanced,2025-07-31 13:40:20
dc84ed12-24ae-4d1e-921a-8b1774e553da,c41c319a-a0ec-4215-a36e-463a86b28f63,STEM integration,intermediate,2025-05-08 00:25:51
95acfec4-f2ec-4179-90a7-7c22819ba3f7,85bd5b00-c64b-443b-b7bf-4ad1c5e5ee85,Python for teaching,beginner,2025-07-30 11:39:08
9c77978a-03dd-4c6f-97b7-ea372a427766,998ec130-e529-40a4-8321-7f6e5becb66a,Python for teaching,intermediate,2025-02-22 15:23:31
4adab7f2-3f6b-4d75-bba5-df731b86ccfc,64e60571-958a-438e-8789-bb2b256f088d,Excel for educators,advanced,2025-04-17 13:33:19
bbfd215a-f24d-4f8e-ae6e-858dd8a22b4f,406d2e01-1aab-4dcc-b443-db7dbcae3d53,Google Classroom,beginner,2025-03-23 03:28:41
44db92b8-0257-453a-b13a-c07bf248430a,93bd0cab-b5da-4383-92a3-4cfc3888e96a,Lesson design,beginner,2025-06-27 12:01:59
4b634f53-a6ad-4e71-99d0-7ba95fb5dbdb,2a40f938-6990-4b26-bc3f-86702e1fef42,Robotics intro,advanced,2025-07-10 23:09:44
768782c1-5308-4f0c-ad84-82f63986476f,7706b25c-bc6d-4121-b6eb-42146996316b,Lesson design,beginner,2025-06-18 01:31:54
2bdee385-a450-4964-99f7-a15d9d6815d9,6d79d8d1-c45e-4162-ad4a-94a2506bd176,Lesson design,advanced,2025-07-24 07:20:14
7663cc5f-d85d-4dd9-b548-66a44efe39bc,b6e135e4-e5bf-4f51-91f6-fd9f7f4b8af8,Excel for educators,advanced,2025-05-26 23:34:31
41892d5f-2502-44e1-98c3-ba2506adb0cb,851e555c-752d-4720-a5fe-56a3f7f63f81,Digital literacy,intermediate,2025-04-14 20:55:52
742f3606-ffd1-47ea-892f-5f0957cf6383,aae4442c-b800-4915-91e7-958fd2e9239e,Python for teaching,beginner,2025-05-03 10:02:31
6444751a-5117-4bab-8c20-592c09ca9912,a4dc09b2-13e2-4da4-a0c5-6640e22bde00,Robotics intro,advanced,2025-07-05 23:09:03
750cd43c-7873-4059-a0d8-67301f198c7e,51513e50-760c-416f-abfe-6c3bbac97f1c,Excel for educators,advanced,2025-07-15 01:32:31
9e3f871f-837c-4b56-a751-b2620f5415af,f428d43c-fc2f-4b9b-826f-8bf499e5b142,Words,intermediate,2025-03-29 14:13:06
497543ea-391f-48e1-8a4a-b66a694df985,756c18fd-3f72-41aa-b8db-5693bd468c50,Excel for educators,advanced,2025-08-03 19:40:46
e83f4d61-d04d-4599-b3c9-9e96c49fea66,854b3a6a-b4e2-42b9-b2f5-c00d82e9fffb,PowerPoint,intermediate,2025-05-26 00:21:43
0017e257-ec8a-44b2-8a0a-f72a077443b4,a1e2ea30-83b3-4863-9d0a-82553cf91f75,Lesson design,intermediate,2025-06-22 10:18:55
079c73fa-2e7a-43eb-8677-e8595c70e48e,1ac6197b-4211-4c5f-ba56-cb5ceab6e4fb,Google Classroom,beginner,2025-02-26 10:16:56
4e50350f-3c3d-41e8-941c-b04c5cf5d2ec,a87f5993-1ccd-4ced-a35a-f474bc257dd5,Python for teaching,advanced,2025-09-27 16:26:34
60314958-5d6f-4264-8100-3ece480c50cb,018736ca-1437-4ba8-8117-a927bdd94a71,Lesson design,advanced,2025-10-07 10:01:48
8d0690e7-2891-4a8a-88d8-1d59523f9c49,c83f7970-9ab9-41a8-a47b-498a164f44b3,Excel for educators,advanced,2025-02-26 19:49:02
0006942f-4d85-4b31-9333-95623141745e,ef7471aa-2160-428a-a8f3-147f9a563875,Python for teaching,intermediate,2025-07-16 20:57:08
7a2fb645-cc5f-4271-b119-477c79e807cc,df0fd5f3-7e64-4b3d-a2c2-728ccb6b420d,Lesson design,advanced,2025-07-09 06:21:45
5a9b89b1-d27f-4aca-b8c0-79b8ed14871a,5d4de1c0-7481-4aed-8e95-bbb501ac3f6e,Python for teaching,intermediate,2025-05-04 20:28:23
5877a881-9750-4314-bc79-95dd91168dc1,c1e170ce-6a66-486d-a164-c615a71d5164,PowerPoint,advanced,2025-06-03 20:57:14
75e9fa4e-6923-4330-b258-a9b7a26393e8,320dc365-9eef-4a14-a119-c0c8ec8db971,PowerPoint,beginner,2025-05-24 20:20:58
74b96aff-6c77-46f9-841a-5fc55f437f16,b6fb6d1f-1d3b-4b3f-a2b6-b62d053fa3d9,Python for teaching,advanced,2025-03-01 00:40:52
ac9d95e0-4b13-4898-94c6-4a20a78bdb66,af05306c-ca2b-4c4e-bc4b-daba96529d59,STEM integration,intermediate,2025-08-27 18:22:27
dd7185ca-7d15-4197-8bb6-5fa4d015a99e,22a2c4bd-5f15-4e86-9e9d-799291f4969a,Digital literacy,intermediate,2025-02-16 22:01:44
fda5d2c9-187d-4bda-99ab-d743a0ae51c5,f7bd2de8-f89a-4a4d-aa3b-2b6c0831d185,Lesson design,advanced,2025-02-16 15:13:01
f34bd5a3-3044-4685-9bd0-f80d43f628ee,19e45726-104d-4ef3-9101-ffa17fea169f,Google Classroom,intermediate,2025-08-28 19:55:54
d86e8067-f5fc-4c85-a30c-39ff87999c7e,7209acb1-2ed5-414d-9bc3-2fec344616e9,Python for teaching,intermediate,2025-09-06 15:07:13
1a167007-a4e6-4575-ad17-ceb6dd3afea5,c1ba32f3-e730-4bce-a05a-967dedebf12f,Robotics intro,beginner,2025-04-12 01:23:34
cd71a2d7-7ee9-4c74-b78f-1324b7cf3d71,2ff07eed-8dd2-4082-beaa-3b959e00eca5,Excel for educators,beginner,2025-04-28 12:26:26
f207d7a0-635a-4a1b-b0fa-c939399c2e7e,c13c7b5f-193c-4ef2-9b6e-d746de6bc4a3,Digital literacy,advanced,2025-04-08 03:08:19
63fb0658-d3e1-4332-8ae4-d84193cf1e1f,4bd55514-bf5e-4189-9e56-8a5cf22032e2,Robotics intro,intermediate,2025-02-21 10:38:00
8e00b746-0468-4af5-9568-b9f8439beceb,2c1155d6-95ad-4d50-bc69-1cffde517df5,PowerPoint,beginner,2025-07-15 09:59:24
b20c1d9e-bd26-4006-9088-d67c936977ec,1c321eda-88b1-4df2-b44c-e77dff451804,Google Classroom,beginner,2025-03-07 16:37:49
79b0e3db-f89e-477c-9311-4e2bb47b6201,648a52e1-673d-4122-beec-58282256a447,Excel for educators,advanced,2025-06-28 20:21:58
